Geneid	Chr	Start	End	Strand	Length	gene_name	Excel_name	gene_type
ENSG00000012211	chrX	49174802	49186528	-	11727	PRICKLE3	'PRICKLE3	protein_coding
ENSG00000012223	chr3	46435645	46485234	-	49590	LTF	'LTF	protein_coding
ENSG00000012232	chr8	28600469	28755599	+	155131	EXTL3	'EXTL3	protein_coding
ENSG00000012504	chr12	100473708	100564414	+	90707	NR1H4	'NR1H4	protein_coding
ENSG00000012660	chr6	53267398	53349179	-	81782	ELOVL5	'ELOVL5	protein_coding
ENSG00000012779	chr10	45374176	45446119	+	71944	ALOX5	'ALOX5	protein_coding
ENSG00000012817	chrY	19703865	19744939	-	41075	KDM5D	'KDM5D	protein_coding
ENSG00000012822	chr12	53708517	53727745	-	19229	CALCOCO1	'CALCOCO1	protein_coding
ENSG00000012963	chr14	93207241	93229215	+	21975	UBR7	'UBR7	protein_coding
ENSG00000012983	chr14	50418501	50561126	-	142626	MAP4K5	'MAP4K5	protein_coding
ENSG00000013016	chr2	31234152	31269451	+	35300	EHD3	'EHD3	protein_coding
ENSG00000013275	chr19	39971165	39981764	+	10600	PSMC4	'PSMC4	protein_coding
ENSG00000013288	chr4	6575189	6623362	+	48174	MAN2B2	'MAN2B2	protein_coding
ENSG00000013293	chr3	170459548	170586075	-	126528	SLC7A14	'SLC7A14	protein_coding
ENSG00000013297	chr3	170418865	170454733	+	35869	CLDN11	'CLDN11	protein_coding
ENSG00000013306	chr17	44319625	44324870	-	5246	SLC25A39	'SLC25A39	protein_coding
ENSG00000013364	chr16	29820394	29848039	+	27646	MVP	'MVP	protein_coding
ENSG00000013374	chr7	151341699	151378449	+	36751	NUB1	'NUB1	protein_coding
ENSG00000013375	chr6	83161150	83193936	-	32787	PGM3	'PGM3	protein_coding
ENSG00000013392	chr6	83193357	83198935	+	5579	RWDD2A	'RWDD2A	protein_coding
ENSG00000013441	chr2	200853009	200864744	-	11736	CLK1	'CLK1	protein_coding
ENSG00000013503	chr12	106357748	106510198	+	152451	POLR3B	'POLR3B	protein_coding
ENSG00000013523	chr14	76786168	76826246	-	40079	ANGEL1	'ANGEL1	protein_coding
ENSG00000013561	chr5	141958328	141990292	+	31965	RNF14	'RNF14	protein_coding
ENSG00000013563	chrX	154401236	154412112	-	10877	DNASE1L1	'DNASE1L1	protein_coding
ENSG00000013573	chr12	31073860	31104799	+	30940	DDX11	'DDX11	protein_coding
ENSG00000013583	chr12	12974870	13000265	-	25396	HEBP1	'HEBP1	protein_coding
ENSG00000013588	chr12	12890782	12917937	+	27156	GPRC5A	'GPRC5A	protein_coding
ENSG00000013619	chrX	150361422	150514178	+	152757	MAMLD1	'MAMLD1	protein_coding
ENSG00000013725	chr11	60971680	61020377	+	48698	CD6	'CD6	protein_coding
ENSG00000013810	chr4	1712891	1745176	+	32286	TACC3	'TACC3	protein_coding
ENSG00000014123	chr6	96521595	96555276	+	33682	UFL1	'UFL1	protein_coding
ENSG00000014138	chr11	65261920	65305589	+	43670	POLA2	'POLA2	protein_coding
ENSG00000014164	chr8	143437659	143541447	-	103789	ZC3H3	'ZC3H3	protein_coding
ENSG00000014216	chr11	65180566	65212006	+	31441	CAPN1	'CAPN1	protein_coding
ENSG00000014257	chr3	132317369	132368298	+	50930	ACPP	'ACPP	protein_coding
ENSG00000014641	chr2	63588609	63607197	+	18589	MDH1	'MDH1	protein_coding
ENSG00000014824	chr4	41990502	42090461	+	99960	SLC30A9	'SLC30A9	protein_coding
ENSG00000014914	chr1	149928651	149936879	-	8229	MTMR11	'MTMR11	protein_coding
ENSG00000014919	chr10	99711844	99732100	-	20257	COX15	'COX15	protein_coding
ENSG00000015133	chr14	91271323	91417844	-	146522	CCDC88C	'CCDC88C	protein_coding
ENSG00000015153	chr12	42157104	42238349	-	81246	YAF2	'YAF2	protein_coding
ENSG00000015171	chr10	134465	254637	+	120173	ZMYND11	'ZMYND11	protein_coding
ENSG00000015285	chrX	48676596	48691427	+	14832	WAS	'WAS	protein_coding
ENSG00000015413	chr16	89613308	89638456	+	25149	DPEP1	'DPEP1	protein_coding
ENSG00000015475	chr22	17734138	17774770	-	40633	BID	'BID	protein_coding
ENSG00000015479	chr5	139293674	139331677	+	38004	MATR3	'MATR3	protein_coding
ENSG00000015520	chr7	44512535	44541315	-	28781	NPC1L1	'NPC1L1	protein_coding
ENSG00000015532	chr17	50346126	50363138	+	17013	XYLT2	'XYLT2	protein_coding
ENSG00000015568	chr2	109792758	109857705	+	64948	RGPD5	'RGPD5	protein_coding
ENSG00000015592	chr8	27235323	27258420	-	23098	STMN4	'STMN4	protein_coding
ENSG00000015676	chr7	44379119	44490658	-	111540	NUDCD3	'NUDCD3	protein_coding
ENSG00000016082	chr5	51383448	51394730	+	11283	ISL1	'ISL1	protein_coding
ENSG00000016391	chr3	53812335	53846419	-	34085	CHDH	'CHDH	protein_coding
ENSG00000016402	chr6	136999971	137045180	-	45210	IL20RA	'IL20RA	protein_coding
ENSG00000016490	chr1	86468368	86500289	+	31922	CLCA1	'CLCA1	protein_coding
ENSG00000016602	chr1	86547078	86580754	+	33677	CLCA4	'CLCA4	protein_coding
ENSG00000016864	chr3	52694488	52706032	-	11545	GLT8D1	'GLT8D1	protein_coding
ENSG00000017260	chr3	130850595	131016712	+	166118	ATP2C1	'ATP2C1	protein_coding
ENSG00000017427	chr12	102395874	102481744	-	85871	IGF1	'IGF1	protein_coding
ENSG00000017483	chrX	48458537	48470260	-	11724	SLC38A5	'SLC38A5	protein_coding
ENSG00000017797	chr18	9475009	9538114	+	63106	RALBP1	'RALBP1	protein_coding
ENSG00000018189	chr4	70704204	70808619	+	104416	RUFY3	'RUFY3	protein_coding
ENSG00000018236	chr12	40692439	41072415	+	379977	CNTN1	'CNTN1	protein_coding
ENSG00000018280	chr2	218382029	218396894	+	14866	SLC11A1	'SLC11A1	protein_coding
ENSG00000018408	chr3	149517235	149736714	-	219480	WWTR1	'WWTR1	protein_coding
ENSG00000018510	chr2	177392757	177559299	+	166543	AGPS	'AGPS	protein_coding
ENSG00000018610	chrX	119538149	119565408	-	27260	CXorf56	'CXorf56	protein_coding
ENSG00000018625	chr1	160115759	160143591	+	27833	ATP1A2	'ATP1A2	protein_coding
ENSG00000018699	chr2	32628032	32821051	+	193020	TTC27	'TTC27	protein_coding
ENSG00000018869	chr19	56375846	56393545	-	17700	ZNF582	'ZNF582	protein_coding
ENSG00000019102	chr11	124747474	124752255	-	4782	VSIG2	'VSIG2	protein_coding
ENSG00000019144	chr11	118606440	118658031	+	51592	PHLDB1	'PHLDB1	protein_coding
ENSG00000019169	chr2	118942166	118994660	+	52495	MARCO	'MARCO	protein_coding
ENSG00000019186	chr20	54153446	54173986	-	20541	CYP24A1	'CYP24A1	protein_coding
ENSG00000019485	chr11	45095806	45235110	+	139305	PRDM11	'PRDM11	protein_coding
ENSG00000019505	chr11	45240302	45286341	-	46040	SYT13	'SYT13	protein_coding
ENSG00000019549	chr8	48917598	48921740	-	4143	SNAI2	'SNAI2	protein_coding
ENSG00000019582	chr5	150400041	150412929	-	12889	CD74	'CD74	protein_coding
ENSG00000019991	chr7	81699010	81770438	-	71429	HGF	'HGF	protein_coding
ENSG00000019995	chr10	124942123	124988189	+	46067	ZRANB1	'ZRANB1	protein_coding
ENSG00000020129	chr1	35557473	35567274	+	9802	NCDN	'NCDN	protein_coding
ENSG00000020181	chr8	37784191	37844896	+	60706	ADGRA2	'ADGRA2	protein_coding
ENSG00000020256	chr20	52051663	52204308	-	152646	ZFP64	'ZFP64	protein_coding
ENSG00000020426	chr14	60734742	60969965	+	235224	MNAT1	'MNAT1	protein_coding
ENSG00000020577	chr14	54567097	54793315	+	226219	SAMD4A	'SAMD4A	protein_coding
ENSG00000020633	chr1	24899511	24965121	-	65611	RUNX3	'RUNX3	protein_coding
ENSG00000020922	chr11	94415578	94493908	-	78331	MRE11	'MRE11	protein_coding
ENSG00000021300	chr11	73646178	73662819	+	16642	PLEKHB1	'PLEKHB1	protein_coding
ENSG00000021355	chr6	2832332	2841959	-	9628	SERPINB1	'SERPINB1	protein_coding
ENSG00000021461	chr7	99828013	99866102	+	38090	CYP3A43	'CYP3A43	protein_coding
ENSG00000021488	chr19	32830509	32869767	-	39259	SLC7A9	'SLC7A9	protein_coding
ENSG00000021574	chr2	32063547	32157637	+	94091	SPAST	'SPAST	protein_coding
ENSG00000021645	chr14	78170373	79868290	+	1697918	NRXN3	'NRXN3	protein_coding
ENSG00000021762	chr11	3087107	3166739	-	79633	OSBPL5	'OSBPL5	protein_coding
ENSG00000021776	chr15	34851782	34969742	-	117961	AQR	'AQR	protein_coding
ENSG00000021826	chr2	210477682	210679107	+	201426	CPS1	'CPS1	protein_coding
ENSG00000021852	chr1	56929207	56966140	-	36934	C8B	'C8B	protein_coding
ENSG00000022267	chrX	136146702	136211359	+	64658	FHL1	'FHL1	protein_coding
ENSG00000022277	chr20	56468585	56519449	+	50865	RTF2	'RTF2	protein_coding
ENSG00000022355	chr5	161847063	161899981	+	52919	GABRA1	'GABRA1	protein_coding
ENSG00000022556	chr19	54953130	55001142	+	48013	NLRP2	'NLRP2	protein_coding
ENSG00000022567	chr8	141207166	141308305	-	101140	SLC45A4	'SLC45A4	protein_coding
ENSG00000022840	chr12	120533480	120577588	+	44109	RNF10	'RNF10	protein_coding
ENSG00000022976	chr14	102317377	102342702	+	25326	ZNF839	'ZNF839	protein_coding
ENSG00000023041	chr10	112424428	112446917	-	22490	ZDHHC6	'ZDHHC6	protein_coding
ENSG00000023171	chr11	123358428	123627774	+	269347	GRAMD1B	'GRAMD1B	protein_coding
ENSG00000023191	chr11	494512	507300	-	12789	RNH1	'RNH1	protein_coding
ENSG00000023228	chr2	206114817	206159509	-	44693	NDUFS1	'NDUFS1	protein_coding
ENSG00000023287	chr8	52622458	52745843	-	123386	RB1CC1	'RB1CC1	protein_coding
ENSG00000023318	chr9	99979185	100099000	-	119816	ERP44	'ERP44	protein_coding
ENSG00000023330	chr3	52198086	52214327	+	16242	ALAS1	'ALAS1	protein_coding
ENSG00000023445	chr11	102317450	102339403	+	21954	BIRC3	'BIRC3	protein_coding
ENSG00000023516	chr13	42272152	42323261	+	51110	AKAP11	'AKAP11	protein_coding
ENSG00000023572	chr1	193090866	193106114	-	15249	GLRX2	'GLRX2	protein_coding
ENSG00000023608	chr14	61762420	61796428	+	34009	SNAPC1	'SNAPC1	protein_coding
ENSG00000023697	chr12	15911302	16037381	+	126080	DERA	'DERA	protein_coding
ENSG00000023734	chr12	15882387	15903478	+	21092	STRAP	'STRAP	protein_coding
ENSG00000023839	chr10	99782640	99852594	+	69955	ABCC2	'ABCC2	protein_coding
ENSG00000023892	chr6	35297818	35321771	+	23954	DEF6	'DEF6	protein_coding
ENSG00000023902	chr1	150149183	150164720	+	15538	PLEKHO1	'PLEKHO1	protein_coding
ENSG00000023909	chr1	93885199	93909456	-	24258	GCLM	'GCLM	protein_coding
ENSG00000024048	chr6	42564062	42693504	+	129443	UBR2	'UBR2	protein_coding
ENSG00000024422	chr19	47713422	47743134	+	29713	EHD2	'EHD2	protein_coding
ENSG00000024526	chr1	68474152	68497221	-	23070	DEPDC1	'DEPDC1	protein_coding
ENSG00000024862	chr6	138773509	138793319	+	19811	CCDC28A	'CCDC28A	protein_coding
ENSG00000025039	chr6	89364616	89412273	-	47658	RRAGD	'RRAGD	protein_coding
ENSG00000025156	chr6	122399551	122433119	+	33569	HSF2	'HSF2	protein_coding
ENSG00000025293	chr20	35771974	35950370	+	178397	PHF20	'PHF20	protein_coding
ENSG00000025423	chr12	56752161	56787790	+	35630	HSD17B6	'HSD17B6	protein_coding
ENSG00000025434	chr11	47248300	47269033	+	20734	NR1H3	'NR1H3	protein_coding
ENSG00000025708	chr22	50525752	50530032	-	4281	TYMP	'TYMP	protein_coding
ENSG00000025770	chr22	50508224	50524780	+	16557	NCAPH2	'NCAPH2	protein_coding
ENSG00000025772	chr20	44942130	44960397	-	18268	TOMM34	'TOMM34	protein_coding
ENSG00000025796	chr6	107867756	107958208	-	90453	SEC63	'SEC63	protein_coding
ENSG00000025800	chr1	32108056	32176563	+	68508	KPNA6	'KPNA6	protein_coding
ENSG00000026025	chr10	17228241	17237593	+	9353	VIM	'VIM	protein_coding
ENSG00000026103	chr10	88990531	89017059	+	26529	FAS	'FAS	protein_coding
ENSG00000026297	chr6	166929504	166957191	-	27688	RNASET2	'RNASET2	protein_coding
ENSG00000026508	chr11	35138870	35232402	+	93533	CD44	'CD44	protein_coding
ENSG00000026559	chr20	51003656	51023107	-	19452	KCNG1	'KCNG1	protein_coding
ENSG00000026652	chr6	161129967	161274061	-	144095	AGPAT4	'AGPAT4	protein_coding
ENSG00000026751	chr1	160739057	160754821	+	15765	SLAMF7	'SLAMF7	protein_coding
ENSG00000026950	chr6	26402237	26415208	+	12972	BTN3A1	'BTN3A1	protein_coding
ENSG00000027001	chr13	23730189	23889400	-	159212	MIPEP	'MIPEP	protein_coding
ENSG00000027075	chr14	61187559	61550976	+	363418	PRKCH	'PRKCH	protein_coding
ENSG00000027644	chr1	156840063	156859117	-	19055	INSRR	'INSRR	protein_coding
ENSG00000027697	chr6	137197484	137219449	-	21966	IFNGR1	'IFNGR1	protein_coding
ENSG00000027847	chr5	177600132	177610330	+	10199	B4GALT7	'B4GALT7	protein_coding
ENSG00000027869	chr1	156806243	156816862	-	10620	SH2D2A	'SH2D2A	protein_coding
ENSG00000028116	chr2	57907629	58159920	+	252292	VRK2	'VRK2	protein_coding
ENSG00000028137	chr1	12166991	12209228	+	42238	TNFRSF1B	'TNFRSF1B	protein_coding
ENSG00000028203	chr12	95217746	95302799	+	85054	VEZT	'VEZT	protein_coding
ENSG00000028277	chr19	42086110	42196585	-	110476	POU2F2	'POU2F2	protein_coding
ENSG00000028310	chr5	850291	892801	-	42511	BRD9	'BRD9	protein_coding
ENSG00000028528	chr15	64094123	64146090	+	51968	SNX1	'SNX1	protein_coding
ENSG00000028839	chr6	133952170	133990432	+	38263	TBPL1	'TBPL1	protein_coding
ENSG00000029153	chr12	27332854	27425289	+	92436	ARNTL2	'ARNTL2	protein_coding
ENSG00000029363	chr6	136256627	136289851	-	33225	BCLAF1	'BCLAF1	protein_coding
ENSG00000029364	chr14	69398015	69462390	+	64376	SLC39A9	'SLC39A9	protein_coding
ENSG00000029534	chr8	41653220	41896762	-	243543	ANK1	'ANK1	protein_coding
ENSG00000029559	chr4	87799554	87812435	+	12882	IBSP	'IBSP	protein_coding
ENSG00000029639	chr6	155256134	155314493	-	58360	TFB1M	'TFB1M	protein_coding
ENSG00000029725	chr17	5282265	5386340	+	104076	RABEP1	'RABEP1	protein_coding
ENSG00000029993	chrX	150980509	150990771	+	10263	HMGB3	'HMGB3	protein_coding
ENSG00000030066	chr11	47778087	47848555	-	70469	NUP160	'NUP160	protein_coding
ENSG00000030110	chr6	33572547	33580293	-	7747	BAK1	'BAK1	protein_coding
ENSG00000030304	chr9	110668779	110806558	+	137780	MUSK	'MUSK	protein_coding
ENSG00000030419	chr2	212999691	213152427	-	152737	IKZF2	'IKZF2	protein_coding
ENSG00000030582	chr17	44345246	44353106	+	7861	GRN	'GRN	protein_coding
ENSG00000031003	chr5	137937960	138051961	-	114002	FAM13B	'FAM13B	protein_coding
ENSG00000031081	chr3	119294383	119420714	+	126332	ARHGAP31	'ARHGAP31	protein_coding
ENSG00000031691	chr6	49463370	49493107	+	29738	CENPQ	'CENPQ	protein_coding
ENSG00000031698	chr1	109213918	109238182	+	24265	SARS	'SARS	protein_coding
ENSG00000031823	chr19	5916139	5978142	-	62004	RANBP3	'RANBP3	protein_coding
ENSG00000032219	chr14	58298504	58373887	+	75384	ARID4A	'ARID4A	protein_coding
ENSG00000032389	chr2	3188925	3377882	-	188958	EIPR1	'EIPR1	protein_coding
ENSG00000032444	chr19	7534004	7561764	+	27761	PNPLA6	'PNPLA6	protein_coding
ENSG00000032742	chr13	20567069	20691437	+	124369	IFT88	'IFT88	protein_coding
ENSG00000033011	chr16	5033923	5087379	+	53457	ALG1	'ALG1	protein_coding
ENSG00000033030	chr12	122471599	122501073	-	29475	ZCCHC8	'ZCCHC8	protein_coding
ENSG00000033050	chr7	151211484	151227205	-	15722	ABCF2	'ABCF2	protein_coding
ENSG00000033100	chr7	151232489	151238827	+	6339	CHPF2	'CHPF2	protein_coding
ENSG00000033122	chr1	69568261	70151945	+	583685	LRRC7	'LRRC7	protein_coding
ENSG00000033170	chr14	65410592	65744121	+	333530	FUT8	'FUT8	protein_coding
ENSG00000033178	chr4	67612652	67701155	-	88504	UBA6	'UBA6	protein_coding
ENSG00000033327	chr11	78215293	78418348	-	203056	GAB2	'GAB2	protein_coding
ENSG00000033627	chr17	42458844	42522611	+	63768	ATP6V0A1	'ATP6V0A1	protein_coding
ENSG00000033800	chr15	68054179	68198603	+	144425	PIAS1	'PIAS1	protein_coding
ENSG00000033867	chr3	27372721	27484420	-	111700	SLC4A7	'SLC4A7	protein_coding
ENSG00000034053	chr15	28884483	29118315	+	233833	APBA2	'APBA2	protein_coding
ENSG00000034152	chr17	21284672	21315232	+	30561	MAP2K3	'MAP2K3	protein_coding
ENSG00000034239	chr8	48710789	48735311	-	24523	EFCAB1	'EFCAB1	protein_coding
ENSG00000034510	chr2	84905656	84906671	+	1016	TMSB10	'TMSB10	protein_coding
ENSG00000034533	chr3	131013875	131027649	-	13775	ASTE1	'ASTE1	protein_coding
ENSG00000034677	chr8	100257060	100336218	-	79159	RNF19A	'RNF19A	protein_coding
ENSG00000034693	chr6	143450805	143490616	+	39812	PEX3	'PEX3	protein_coding
ENSG00000034713	chr16	75566375	75577881	+	11507	GABARAPL2	'GABARAPL2	protein_coding
ENSG00000034971	chr1	171635417	171652688	-	17272	MYOC	'MYOC	protein_coding
ENSG00000035115	chr2	217730	266398	-	48669	SH3YL1	'SH3YL1	protein_coding
ENSG00000035141	chr2	70295975	70302090	-	6116	FAM136A	'FAM136A	protein_coding
ENSG00000035403	chr10	73995193	74121363	+	126171	VCL	'VCL	protein_coding
ENSG00000035499	chr5	60596912	60700190	-	103279	DEPDC1B	'DEPDC1B	protein_coding
ENSG00000035664	chr15	63907036	64072033	-	164998	DAPK2	'DAPK2	protein_coding
ENSG00000035681	chr8	58583508	58659853	-	76346	NSMAF	'NSMAF	protein_coding
ENSG00000035687	chr1	244408494	244451909	-	43416	ADSS	'ADSS	protein_coding
ENSG00000035720	chr4	67558727	67607337	+	48611	STAP1	'STAP1	protein_coding
ENSG00000035862	chr17	78852977	78925387	-	72411	TIMP2	'TIMP2	protein_coding
ENSG00000035928	chr4	39287456	39366375	-	78920	RFC1	'RFC1	protein_coding
ENSG00000036054	chr3	100260992	100325251	+	64260	TBC1D23	'TBC1D23	protein_coding
ENSG00000036257	chr2	224470150	224585397	-	115248	CUL3	'CUL3	protein_coding
ENSG00000036448	chr8	2045046	2165552	+	120507	MYOM2	'MYOM2	protein_coding
ENSG00000036473	chrX	38352586	38421446	+	68861	OTC	'OTC	protein_coding
ENSG00000036530	chr14	99684298	99727301	+	43004	CYP46A1	'CYP46A1	protein_coding
ENSG00000036549	chr1	77562416	77683419	-	121004	AC118549.1	'AC118549.1	protein_coding
ENSG00000036565	chr8	20144855	20183206	-	38352	SLC18A1	'SLC18A1	protein_coding
ENSG00000036672	chr11	119355215	119381711	-	26497	USP2	'USP2	protein_coding
ENSG00000036828	chr3	122183683	122291629	+	107947	CASR	'CASR	protein_coding
ENSG00000037042	chr17	42659284	42667006	+	7723	TUBG2	'TUBG2	protein_coding
ENSG00000037241	chr5	172958729	172969771	+	11043	RPL26L1	'RPL26L1	protein_coding
ENSG00000037280	chr5	180601506	180649624	-	48119	FLT4	'FLT4	protein_coding
ENSG00000037474	chr5	6599239	6633291	-	34053	NSUN2	'NSUN2	protein_coding
ENSG00000037637	chr1	16246840	16352480	-	105641	FBXO42	'FBXO42	protein_coding
ENSG00000037749	chr5	154038906	154220478	+	181573	MFAP3	'MFAP3	protein_coding
ENSG00000037757	chr19	13764522	13774282	+	9761	MRI1	'MRI1	protein_coding
ENSG00000037897	chr12	57768471	57772119	-	3649	METTL1	'METTL1	protein_coding
ENSG00000037965	chr12	54008985	54012769	+	3785	HOXC8	'HOXC8	protein_coding
ENSG00000038002	chr4	177430774	177442437	-	11664	AGA	'AGA	protein_coding
ENSG00000038210	chr4	25160663	25279204	+	118542	PI4K2B	'PI4K2B	protein_coding
ENSG00000038219	chr4	13568738	13627725	-	58988	BOD1L1	'BOD1L1	protein_coding
ENSG00000038274	chr5	163503114	163519354	+	16241	MAT2B	'MAT2B	protein_coding
ENSG00000038295	chr4	165873237	166104457	+	231221	TLL1	'TLL1	protein_coding
ENSG00000038358	chr16	67873052	67884499	+	11448	EDC4	'EDC4	protein_coding
ENSG00000038382	chr5	14143342	14532128	+	388787	TRIO	'TRIO	protein_coding
ENSG00000038427	chr5	83471618	83582303	+	110686	VCAN	'VCAN	protein_coding
ENSG00000038532	chr16	10944564	11182186	+	237623	CLEC16A	'CLEC16A	protein_coding
ENSG00000038945	chr8	16107878	16567490	-	459613	MSR1	'MSR1	protein_coding
ENSG00000039068	chr16	68737292	68835541	+	98250	CDH1	'CDH1	protein_coding
ENSG00000039123	chr5	55307989	55425579	+	117591	MTREX	'MTREX	protein_coding
ENSG00000039139	chr5	13690331	13944543	-	254213	DNAH5	'DNAH5	protein_coding
ENSG00000039319	chr5	80408013	80483379	+	75367	ZFYVE16	'ZFYVE16	protein_coding
ENSG00000039523	chr16	67518418	67546788	+	28371	RIPOR1	'RIPOR1	protein_coding
ENSG00000039537	chr5	41142234	41261438	-	119205	C6	'C6	protein_coding
ENSG00000039560	chr5	34656328	34832612	+	176285	RAI14	'RAI14	protein_coding
ENSG00000039600	chr5	157625679	157671480	-	45802	SOX30	'SOX30	protein_coding
ENSG00000039650	chr19	49859882	49878351	-	18470	PNKP	'PNKP	protein_coding
ENSG00000039987	chr19	12751702	12758458	+	6757	BEST2	'BEST2	protein_coding
ENSG00000040199	chr16	71637835	71724701	-	86867	PHLPP2	'PHLPP2	protein_coding
ENSG00000040275	chr5	169583636	169604778	+	21143	SPDL1	'SPDL1	protein_coding
ENSG00000040341	chr8	73420369	73747708	-	327340	STAU2	'STAU2	protein_coding
ENSG00000040487	chr1	19312326	19329300	+	16975	SLC66A1	'SLC66A1	protein_coding
ENSG00000040531	chr17	3636468	3661542	+	25075	CTNS	'CTNS	protein_coding
ENSG00000040608	chr22	20241415	20283246	-	41832	RTN4R	'RTN4R	protein_coding
ENSG00000040633	chr17	7235029	7239722	-	4694	PHF23	'PHF23	protein_coding
ENSG00000040731	chr5	24487100	24644978	-	157879	CDH10	'CDH10	protein_coding
ENSG00000040933	chr2	98444854	98594390	+	149537	INPP4A	'INPP4A	protein_coding
ENSG00000041353	chr18	54717860	54895516	+	177657	RAB27B	'RAB27B	protein_coding
ENSG00000041357	chr15	78540405	78552417	+	12013	PSMA4	'PSMA4	protein_coding
ENSG00000041515	chr13	108596152	109208005	+	611854	MYO16	'MYO16	protein_coding
ENSG00000041802	chr3	194640791	194672463	-	31673	LSG1	'LSG1	protein_coding
ENSG00000041880	chr3	51942345	51948867	+	6523	PARP3	'PARP3	protein_coding
ENSG00000041982	chr9	115019575	115118257	-	98683	TNC	'TNC	protein_coding
ENSG00000041988	chr1	6624866	6635586	+	10721	THAP3	'THAP3	protein_coding
ENSG00000042062	chr20	50586108	50691542	-	105435	RIPOR3	'RIPOR3	protein_coding
ENSG00000042088	chr14	89954939	90044764	+	89826	TDP1	'TDP1	protein_coding
ENSG00000042286	chr10	70098223	70132934	-	34712	AIFM2	'AIFM2	protein_coding
ENSG00000042304	chr2	227610090	227648606	-	38517	C2orf83	'C2orf83	protein_coding
ENSG00000042317	chr14	88384924	88470350	+	85427	SPATA7	'SPATA7	protein_coding
ENSG00000042429	chr11	93784227	93814963	+	30737	MED17	'MED17	protein_coding
ENSG00000042445	chr2	85341955	85354531	-	12577	RETSAT	'RETSAT	protein_coding
ENSG00000042493	chr2	85394753	85418432	-	23680	CAPG	'CAPG	protein_coding
ENSG00000042753	chr19	46838136	46850992	-	12857	AP2S1	'AP2S1	protein_coding
ENSG00000042781	chr1	215622891	216423448	-	800558	USH2A	'USH2A	protein_coding
ENSG00000042813	chr7	49850421	50121329	-	270909	ZPBP	'ZPBP	protein_coding
ENSG00000042832	chr8	132866958	133134903	+	267946	TG	'TG	protein_coding
ENSG00000042980	chr8	24294069	24359014	+	64946	ADAM28	'ADAM28	protein_coding
ENSG00000043039	chr11	129375848	129452279	+	76432	BARX2	'BARX2	protein_coding
ENSG00000043093	chr3	182938074	182985953	-	47880	DCUN1D1	'DCUN1D1	protein_coding
